|Sociedad CO|Equipo|Denominación|Perfil catálogo|Ubicac.técnica|Indicador ABC|Área de empresa|Pto.tbjo.resp.|Clase de aviso|Aviso|Descripción|Creado el|Inicio deseado|Fin deseado|Prioridad|Fecha de cierre|Status usuario|Status sistema|Autor del aviso|descripcion|descripcion2
0|ISA|202718|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LHER230ATR-1-AUTOT||SUR|38B70001|N4|230230|Fijar tubo válvula aliv.presión, suelto|2011-02-16|2011-02-16|2011-06-16|5.0|2011-07-13|CPRO|MECE ORAS|NCALDERON|fijar tubo valvula aliv.presion, suelto|fijar tubo valvula aliv.presion, suelto
1|ISA|201232|Autotrafo Monofásico 230/115 kV-A|N-AUTOTR|TORC230ATR-2-AUTOT||CEN|38B80001|N4|230344|Cambiar silica|2011-02-18|2014-06-01|2014-07-30|2.0|2014-01-31|COPE|MECE ORAS|ISA3970|cambiar silica|cambiar silica
2|ISA|112136|Reactor línea monofásico 500 kV-C|N-REACTO|CERR500R12MC-REACT||NOR|38B60001|N2|231214|Corregir fuga aceite purg buchholz RL FC|2011-03-06|2011-07-01|2011-07-04|5.0|2011-07-19|INIC|MECE ORAS|NBALLESTEROS|corregir fuga aceite purg buchholz rl fc|fuga aceite
3|ISAB|301717|Autotrafo monofasico 230/69/24.9 kV - A|N-AUTOTR|SUCR230ATR-1-AUTOT||SUC|38F10001|N4|231474|Cambiar silicagel ATR R|2011-03-09|2011-04-06|2011-04-06|2.0|2011-04-29|INIC|MECE ORAS|SVEDIA|cambiar silicagel atr r|cambiar silica
4|ISA|200597|Autotrafo Trifásico 230/115 kV|N-AUTOTR|ESME230ATR-2-AUTOT||SUR|38B70001|N4|232227|CAMBIAR SILICA GEL  ATR2|2011-03-24|2011-04-20|2011-04-20|2.0|2011-05-06|INIC|MECE ORAS|ERAMOS|cambiar silica gel  atr2|cambiar silica
5|ISA|400039|Autotrafo Trifásico 230/115 kV|N-AUTOTR|LVIR230ATR-1-AUTOT||SUR|38B70001|N4|232252|Cambiar empaques y silica ATR 1 Dispac|2011-03-25|2011-03-25|2011-03-25|2.0|2011-03-31|INIC|MECE ORAS|SCORREA|cambiar empaques y silica atr 1 dispac|cambiar empaques y silica atr 1 dispac
6|ISA|202718|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LHER230ATR-1-AUTOT||SUR|38B70001|N2|232338|Corregir fuga de aceite válvulaMuestreo|2011-03-28|2012-02-11|2012-02-12|5.0|2012-03-01|INIC COND|MECE ORAS|NCALDERON|corregir fuga de aceite valvulamuestreo|fuga aceite
7|ISA|111566|Reactor línea monofásico 500 kV-A|N-REACTO|CHIN500R12MC-REACT||NOR|38B60001|N2|234186|Corregir fuga de aceite en Relé Buchollz|2011-04-19|2011-07-03|2011-07-03|3.0|2011-07-07|INIC COND|MECE ORAS|OGTATIS|corregir fuga de aceite en rele buchollz|fuga aceite
8|ISA|111566|Reactor línea monofásico 500 kV-A|N-REACTO|CHIN500R12MC-REACT||NOR|38B60001|N4|234184|Cambiar sílica gel por saturación > 75%|2011-04-19|2011-05-17|2011-06-26|2.0|2011-05-31|INIC COND|MECE ORAS|OGTATIS|cambiar silica gel por saturacion > 75%|cambiar silica
9|ISA|111689|Reactor línea monofásico 500 kV-A|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N4|234154|Cambiar sílica gel por saturación > 75%|2011-04-19|2011-05-17|2011-05-26|2.0|2011-05-31|INIC COND|MECE ORAS|OGTATIS|cambiar silica gel por saturacion > 75%|cambiar silica
10|ISA|111690|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N4|234159|Cambiar sílica gel por saturación > 75%|2011-04-19|2011-05-17|2011-05-26|2.0|2011-05-31|INIC COND|MECE ORAS|OGTATIS|cambiar silica gel por saturacion > 75%|cambiar silica
11|ISA|111691|Reactor línea monofásico 500 kV-B|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N4|234157|Cambiar sílica gel por saturación > 75%|2011-04-19|2011-05-17|2011-05-27|2.0|2011-05-31|INIC COND|MECE ORAS|OGTATIS|cambiar silica gel por saturacion > 75%|cambiar silica
12|ISA|111989|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R23MC-REACT||NOR|38B60001|N4|234177|Cambiar sílica gel por saturación > 75%|2011-04-19|2011-05-17|2011-05-27|2.0|2011-05-31|INIC COND|MECE ORAS|OGTATIS|cambiar silica gel por saturacion > 75%|cambiar silica
13|ISA|201438|Autotrafo Monofásico 500/110 kV-C|N-AUTOTR|CHIN500ATR-1-AUTOT||NOR|38B60001|N4|234195|Cambiar sílica gel por saturación > 75%|2011-04-19|2011-05-17|2011-05-27|2.0|2011-05-31|INIC COND|MECE ORAS|OGTATIS|cambiar silica gel por saturacion > 75%|cambiar silica
14|ISA|202718|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LHER230ATR-1-AUTOT||SUR|38B70001|N4|235800|Hacer tratamie o cambiar parrillasfosos|2011-05-11|2011-09-15|2013-12-30|4.0|2012-03-06|INIC COND|MECE ORAS|NCALDERON|hacer tratamie o cambiar parrillasfosos|hacer tratamie o cambiar parrillasfosos
15|ISA|200203|Transformador Trifásico 230/34.5 kV|N-AUTOTR|SAMO230TRF-1-TRAFO||ORI|38B90001|N4|239938|Cambiar Silica gel TRF-1 y OLTC Samoré|2011-06-20|2011-06-24|2011-06-24|2.0|2011-07-01|INIC COND|MECE ORAS|MPPENUELA|cambiar silica gel trf-1 y oltc samore|cambiar silica
16|ISA|111966|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R11MC-REACT||NOR|38B60001|N4|249960|Conectar disparo rele alivio de presión|2011-09-12|2011-09-03|2011-09-03||2011-09-29|INIC|MECE ORAS|EAFERNANDEZ|conectar disparo rele alivio de presion|cambiar rele
17|ISA|203670|Reactor barra trifásico 230 kV-RV|N-REACTO|JAMO230R28MC-REACT||SUR|38B70001|N4|250755|Cambiar Reactor|2011-09-15|2011-11-28|2011-12-15|5.0|2011-12-21|INIC|MECE ORAS|YRESTREPO|cambiar reactor|cambiar reactor
18|ISA|123184|Reactor de neutro 33 kV|N-REACTO|LVIR500R22RN-REACT||SUR|38B70001|N4|251503|Cambiar valvula alivio presion|2011-09-23|2014-11-12|2014-11-13|4.0|2014-11-19|CPRO COND ENPT|MECE ORAS|BLOPEZ|cambiar valvula alivio presion|alivio presion
19|ISA|201585|Autotrafo Monofásico 500/110 kV-A|N-AUTOTR|CERR500ATR-1-AUTOT||NOR|38B60001|N4|253373|Revisar indicador flujo bomba ATR1|2011-10-07|2011-11-01|2011-11-01|2.0|2011-11-04|INIC COND|MECE ORAS|CACASTRO|revisar indicador flujo bomba atr1|revisar indicador flujo bomba atr1
20|ISA|201114|Autotrafo Monofásico 230/115 kV-A|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|254283|Asegurar tubo de purga rele Bouchholz|2011-10-21|2012-09-15|2012-09-16|3.0|2012-10-08|COPE COND|MECE ORAS|OGRAJALES|asegurar tubo de purga rele bouchholz|asegurar tubo de purga rele bouchholz
21|ISA|132503|Reactor línea monofásico 500 kV-B|N-REACTO|PRIM500R16MC-REACT||ORI|38B90001|N4|255305|Cambiar silica RL Bacata fase A|2011-10-30|2012-07-14|2012-07-14|2.0|2012-07-31|INIC COND|MECE ORAS|DADIAZ|cambiar silica rl bacata fase a|cambiar silica
22|TRAN|808997|Valledupar 2 100 MVA 220/110 kV|N-AUTOTR|VAL_220TRA02||VAL|38C20001|N2|255926|CAMBIAR GUARDAMOTOR CAMBIADOR DE TOMAS|2011-11-04|2011-11-11|2011-12-11|2.0|2011-12-31|INIC COND|MECE ORAS|JOSORIO|cambiar guardamotor cambiador de tomas|cambiar guardamotor cambiador de tomas
23|ISA|118423|Reactor línea monofásico 500 kV-C|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|256199|Cambiar termometro temperaura de ace|2011-11-09|2012-07-06|2012-07-08|3.0|2012-08-02|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperaura de ace|cambiar termometro
24|ISA|117272|Reactor línea monofásico 500 kV-RV|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|256371|Cambiar termometro temperaura de ace|2011-11-11|2012-09-22|2012-09-23|4.0|2012-10-09|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperaura de ace|cambiar termometro
25|ISA|117272|Reactor línea monofásico 500 kV-RV|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|256375|Cambiar termometro temperatura de dev|2011-11-11|2012-09-22|2012-09-23|4.0|2012-10-10|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperatura de dev|cambiar termometro
26|ISA|117273|Reactor línea monofásico 500 kV-B|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|256376|Cambiar termometro temperaura de ace|2011-11-11|2012-09-22|2012-09-23|4.0|2012-10-10|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperaura de ace|cambiar termometro
27|ISA|117273|Reactor línea monofásico 500 kV-B|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|256377|Cambiar termometro temperatura de dev|2011-11-11|2012-09-22|2012-09-23|4.0|2012-10-10|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperatura de dev|cambiar termometro
28|ISA|117274|Reactor línea monofásico 500 kV-A|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|256379|Cambiar termometro temperaura de ace|2011-11-11|2012-09-22|2012-09-23|4.0|2012-10-10|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperaura de ace|cambiar termometro
29|ISA|117274|Reactor línea monofásico 500 kV-A|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|256380|Cambiar termometro temperatura de dev|2011-11-11|2012-09-22|2012-09-23|4.0|2012-10-10|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperatura de dev|cambiar termometro
30|ISA|118423|Reactor línea monofásico 500 kV-C|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|256385|Cambiar termometro temperatura de dev|2011-11-11|2013-05-22|2013-05-26|4.0|2013-06-08|INIC COND|MECE ORAS PÁG.|AFERNANDEZ|cambiar termometro temperatura de dev|cambiar termometro
31|ISA|118424|Reactor línea monofásico 500 kV-B|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|256387|Cambiar termometro temperaura de ace|2011-11-11|2012-07-06|2012-07-08|4.0|2012-08-02|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperaura de ace|cambiar termometro
32|ISA|118424|Reactor línea monofásico 500 kV-B|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|256389|Cambiar termometro temperatura de dev|2011-11-11|2013-05-22|2013-05-26|4.0|2013-06-08|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperatura de dev|cambiar termometro
33|ISA|118425|Reactor línea monofásico 500 kV-A|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|256397|Cambiar termometro temperatura de dev|2011-11-11|2013-05-22|2013-05-26|4.0|2013-06-08|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperatura de dev|cambiar termometro
34|ISA|118425|Reactor línea monofásico 500 kV-A|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|256394|Cambiar termometro temperaura de acei|2011-11-11|2012-07-06|2012-07-08|4.0|2012-08-02|INIC COND|MECE ORAS|AFERNANDEZ|cambiar termometro temperaura de acei|cambiar termometro
35|TRAN|809365|Sabanalarga 1 90 MVA 220/110/13.8 kV|S-CT-S|SAC_220ATR01||SAC|38C10001|N2|269675|Cambiar conectores secundarios TC´S|2011-12-15|2012-11-28|2012-11-28|5.0|2012-12-11|INIC COND|MECE ORAS|AFERNANDEZ|cambiar conectores secundarios tc's|cambiar conectores secundarios tc's
36|ISAB|301717|Autotrafo monofasico 230/69/24.9 kV - A|N-AUTOTR|SUCR230ATR-1-AUTOT||SUC|38F10001|N4|272119|Cambiar silicagel|2011-12-27|2012-05-29|2012-05-29|3.0|2012-06-01|INIC|MECE|SRICALDI|cambiar silicagel|cambiar silica
37|ISA|200203|Transformador Trifásico 230/34.5 kV|N-AUTOTR|SAMO230TRF-1-TRAFO||ORI|38B90001|N4|272890|Cambiar silica gel TRF-1 Y OLTC Samoré|2012-01-03|2012-01-07|2012-01-07|2.0|2012-02-09|INIC|MECE ORAS|LTORRES|cambiar silica gel trf-1 y oltc samore|cambiar silica
38|ISA|117258|Reactor línea monofásico 500 kV-B|N-REACTO|CERR500R21MC-REACT||NOR|38B60001|N4|273712|Cambiar control de humedad en gabinete|2012-01-19|2012-01-19|2012-01-19|5.0|2012-01-30|INIC|MECE ORAS|SPRADA|cambiar control de humedad en gabinete|cambiar control de humedad en gabinete
39|ISA|2000236|Reactor línea monofásico 500 kV-RV|N-REACTO|PORC500R11MC-REACT||NOR|38B60001|N4|273824|Cambiar empaque cubículo fase reserva|2012-01-22|2012-02-14|2012-08-12|3.0|2012-02-24|INIC COND|MECE ORAS|CACASTRO|cambiar empaque cubiculo fase reserva|cambiar empaque cubiculo fase reserva
40|ISA|111691|Reactor línea monofásico 500 kV-B|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N2|275195|Corregir fuga de aceite valvula #8|2012-02-06|2013-02-08|2013-02-09|5.0|2013-02-09|INIC COND|MECE ORAS|CCUAVAS|corregir fuga de aceite valvula #8|fuga aceite
41|ISA|111966|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R11MC-REACT||NOR|38B60001|N4|275196|Reparar fuga de aceite valvula #5|2012-02-06|2012-02-06|2012-02-06||2012-02-07|INIC|MECE PTBO|CCUAVAS|reparar fuga de aceite valvula #5|fuga aceite
42|ISA|111966|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R11MC-REACT||NOR|38B60001|N2|275221|Reparar fuga de aceite valvula #5|2012-02-07|2013-07-06|2013-07-07|5.0|2013-07-12|COPL COND|MECE ORAS|CCUAVAS|reparar fuga de aceite valvula #5|fuga aceite
43|ISA|111966|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R11MC-REACT||NOR|38B60001|N2|275374|Soldar fisura por valvula de drenaje|2012-02-09|2013-07-24|2013-07-24|5.0|2013-11-14|COPL COND|MECE ORAS|2545|soldar fisura por valvula de drenaje|soldar fisura por valvula de drenaje
44|ISA|202718|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LHER230ATR-1-AUTOT||SUR|38B70001|N4|275582|Cambiar cable de rele de sobrepresi OLTC|2012-02-13|2014-11-08|2014-11-09|3.0|2014-12-10|CPRO COND ENPT|MECE ORAS|DBERMUDEZ|cambiar cable de rele de sobrepresi oltc|cambiar cable de rele de sobrepresi oltc
45|ISA|200597|Autotrafo Trifásico 230/115 kV|N-AUTOTR|ESME230ATR-2-AUTOT||SUR|38B70001|N4|275852|Cambiar silica gel ATR 2|2012-02-20|2012-03-05|2012-06-06|2.0|2012-07-08|CPRO COND|MECE ORAS|ERAMOS|cambiar silica gel atr 2|cambiar silica
46|ISA|112135|Reactor línea monofásico 500 kV-B|N-REACTO|CERR500R12MC-REACT||NOR|38B60002|N4|276230|Revisar disparo deshabilitado SP RL  FB|2012-02-27|2012-10-10|2012-10-10|5.0|2012-11-06|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fb|revisar disparo deshabilitado sp rl  fb
47|ISA|112136|Reactor línea monofásico 500 kV-C|N-REACTO|CERR500R12MC-REACT||NOR|38B60002|N4|276231|Revisar disparo deshabilitado SP RL  FC|2012-02-27|2012-10-10|2012-10-10|5.0|2012-11-06|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fc|revisar disparo deshabilitado sp rl  fc
48|ISA|112246|Reactor línea monofásico 500 kV-C|N-REACTO|CERR500R13MC-REACT||NOR|38B60002|N4|276228|Revisar disparo deshabilitado SP RL  FC|2012-02-27|2012-04-30|2012-04-30|5.0|2012-05-09|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fc|revisar disparo deshabilitado sp rl  fc
49|ISA|123172|Reactor línea monofásico 500 kV-B|N-REACTO|CERR500R13MC-REACT||NOR|38B60002|N4|276226|Revisar disparo deshabilitado SP RL  FB|2012-02-27|2012-04-30|2012-04-30|5.0|2012-05-09|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fb|revisar disparo deshabilitado sp rl  fb
50|ISA|123183|Reactor línea monofásico 500 kV-A|N-REACTO|CERR500R12MC-REACT||NOR|38B60002|N4|276229|Revisar disparo deshabilitado SP RL  FA|2012-02-27|2012-10-10|2012-10-10|5.0|2012-11-06|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fa|revisar disparo deshabilitado sp rl  fa
51|ISA|117258|Reactor línea monofásico 500 kV-B|N-REACTO|CERR500R21MC-REACT||NOR|38B60002|N4|276315|Revisar disparo deshabilitado SP RL  FB|2012-02-28|2012-06-22|2012-06-22|3.0|2012-06-28|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fb|revisar disparo deshabilitado sp rl  fb
52|ISA|117259|Reactor línea monofásico 500 kV-C|N-REACTO|CERR500R21MC-REACT||NOR|38B60002|N4|276316|Revisar disparo deshabilitado SP RL  FC|2012-02-28|2012-06-22|2012-06-22|3.0|2012-06-28|INIC|MECE ORAS|WRODRIGUEZ|revisar disparo deshabilitado sp rl  fc|revisar disparo deshabilitado sp rl  fc
53|ISA|111566|Reactor línea monofásico 500 kV-A|N-REACTO|CHIN500R12MC-REACT||NOR|38B60001|N4|276752|Revisar disparo deshabilitado RL fase A|2012-02-29|2012-05-22|2012-05-23|5.0|2012-05-28|INIC COND|MECE ORAS|MCBELLIDO|revisar disparo deshabilitado rl fase a|revisar disparo deshabilitado rl fase a
54|ISA|111689|Reactor línea monofásico 500 kV-A|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N4|276745|Revisar disparo deshabilitado RL fase A|2012-02-29|2013-02-08|2013-02-09|5.0|2013-02-10|INIC COND|MECE ORAS|MCBELLIDO|revisar disparo deshabilitado rl fase a|revisar disparo deshabilitado rl fase a
55|ISA|111690|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N4|276748|Revisar disparo deshabilitado RL fase C|2012-02-29|2013-02-08|2013-02-09|5.0|2013-02-25|INIC COND|MECE ORAS|MCBELLIDO|revisar disparo deshabilitado rl fase c|revisar disparo deshabilitado rl fase c
56|ISA|111989|Reactor línea monofásico 500 kV-C|N-REACTO|CHIN500R23MC-REACT||NOR|38B60001|N4|277237|Cambiar bombilla gabinete local|2012-03-06|2012-07-16|2012-07-16|5.0|2012-07-17|INIC COND|MECE ORAS|FAHERRENO|cambiar bombilla gabinete local|cambiar bombilla gabinete local
57|ISA|111105|Autotrafo Monofásico 500/220 kV-C|S-TRAFOS|SABA500ATR-1-AUTOT||NOR|38B60002|N4|277312|Revisar disparo deshabilitado|2012-03-07|2015-01-28|2015-02-01|5.0|2015-03-06|CPRO COND ENPT|MECE ORAS|ACOT|revisar disparo deshabilitado|revisar disparo deshabilitado
58|ISA|118425|Reactor línea monofásico 500 kV-A|N-REACTO|SABA500R22MC-REACT||NOR|38C10001|N4|277334|Revisar disparo deshabilitado|2012-03-07|2014-09-13|2014-09-13|5.0|2014-10-09|INIC COND ENPT|MECE ORAS|ACOT|revisar disparo deshabilitado|revisar disparo deshabilitado
59|ISA|117272|Reactor línea monofásico 500 kV-RV|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|277333|Revisar disparo deshabilitado|2012-03-07|2013-06-21|2013-06-23|5.0|2013-07-09|INIC COND|MECE ORAS|ACOT|revisar disparo deshabilitado|revisar disparo deshabilitado
60|ISA|117273|Reactor línea monofásico 500 kV-B|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|277332|Revisar disparo deshabilitado|2012-03-07|2013-06-21|2013-06-23|5.0|2013-07-09|INIC COND|MECE ORAS|ACOT|revisar disparo deshabilitado|revisar disparo deshabilitado
61|ISA|117274|Reactor línea monofásico 500 kV-A|N-REACTO|SABA500R21MC-REACT||NOR|38C10001|N4|277330|Revisar disparo deshabilitado|2012-03-07|2013-06-21|2013-06-23|5.0|2013-07-09|INIC COND|MECE ORAS|ACOT|revisar disparo deshabilitado|revisar disparo deshabilitado
62|ISA|201232|Autotrafo Monofásico 230/115 kV-A|S-TRAFOS|TORC230ATR-2-AUTOT||CEN|38B80001|N4|277392|Normalizar disparo por sobrepresión|2012-03-08|2015-11-22|2015-11-22|5.0|2015-12-23|CPRO COND ENPT|MECE ORAS|CRPUELLO|normalizar disparo por sobrepresion|normalizar disparo por sobrepresion
63|ISA|119040|Autotrafo Monofásico 500/230 kV-B|N-AUTOTR|CERR500ATR-3-AUTOT||NOR|38B60001|N4|277367|Cambiar/Revisar Manóstato filtro línea|2012-03-08|2013-03-20|2013-03-21|3.0|2013-04-03|INIC COND|MECE ORAS|NBALLESTEROS|cambiar/revisar manostato filtro linea|cambiar/revisar manostato filtro linea
64|ISA|201114|Autotrafo Monofásico 230/115 kV-A|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|277386|Normalizar disparo por sobrepresión|2012-03-08|2012-09-15|2012-09-16|5.0|2012-10-07|INIC COND|MECE ORAS|CRPUELLO|normalizar disparo por sobrepresion|normalizar disparo por sobrepresion
65|ISA|201117|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|277387|Normalizar disparo por sobrepresión|2012-03-08|2012-09-15|2012-09-16|5.0|2012-10-07|INIC COND|MECE ORAS|CRPUELLO|normalizar disparo por sobrepresion|normalizar disparo por sobrepresion
66|ISA|201117|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278356|cambiar rele de flujo OLTC|2012-03-22|2014-03-30|2014-03-30|5.0|2014-04-10|CPRO COND|MECE ORAS|OGRAJALES|cambiar rele de flujo oltc|cambiar rele
67|ISA|201114|Autotrafo Monofásico 230/115 kV-A|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278337|Calibrar indicador temperatura devanados|2012-03-22|2012-09-15|2012-09-16|3.0|2012-10-02|INIC COND|MECE ORAS|JACARMONA|calibrar indicador temperatura devanados|cambiar termometro
68|ISA|201114|Autotrafo Monofásico 230/115 kV-A|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278350|Cambiar válvula de sobrepresión|2012-03-22|2013-04-07|2013-04-14|5.0|2013-05-07|INIC COND|MECE ORAS|JACARMONA|cambiar valvula de sobrepresion|cambiar valvula
69|ISA|201114|Autotrafo Monofásico 230/115 kV-A|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278374|Cambiar depósito de sílica de OLTC|2012-03-22|2012-09-15|2012-09-16|4.0|2012-10-08|INIC COND|MECE ORAS|JACARMONA|cambiar deposito de silica de oltc|cambiar deposito de silica de oltc
70|ISA|201117|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278339|Calibrar  Indicador temperatura Devanado|2012-03-22|2012-09-15|2012-09-16|3.0|2012-10-02|INIC COND|MECE ORAS|OGRAJALES|calibrar  indicador temperatura devanado|cambiar termometro
71|ISA|201117|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278349|cambiar Valvula de sobre Presion|2012-03-22|2013-04-07|2013-04-14|4.0|2013-05-07|INIC COND|MECE ORAS|OGRAJALES|cambiar valvula de sobre presion|cambiar valvula
72|ISA|201117|Autotrafo Monofásico 230/115 kV-B|N-AUTOTR|LREF230ATR-1-AUTOT||CEN|38B80001|N4|278373|cambiar deposito Silica OLTC|2012-03-22|2012-09-15|2012-09-16|4.0|2012-10-08|INIC COND|MECE ORAS|OGRAJALES|cambiar deposito silica oltc|cambiar deposito silica oltc
73|ISA|100008|Reactor línea trifásico 230 kV|N-REACTO|BANA230R12MC-REACT||ORI|38B90001|N4|278905|Medida aislamiento protecciones mecanica|2012-04-02|2014-02-04|2014-02-05|2.0|2014-03-11|COPL COND|MECE ORAS|JMONSALVE|medida aislamiento protecciones mecanica|medida aislamiento protecciones mecanica
74|ISA|200203|Transformador Trifásico 230/34.5 kV|N-AUTOTR|SAMO230TRF-1-TRAFO||ORI|38B90001|N4|280265|Cambiar silica gel TRF-1 y OLTC Samoré|2012-04-28|2012-04-29|2012-04-29||2012-04-30|INIC|MECE ORAS|LAPENA|cambiar silica gel trf-1 y oltc samore|cambiar silica
75|ISA|109355|Reactor línea monofásico 500 kV-A|N-REACTO|SCAR500R21MC-REACT||NOR|38B60001|N4|280940|Conectar protección alivio presión F A|2012-05-09|2012-05-09|2012-05-09||2012-05-10|INIC|MECE ORAS|SPRADA|conectar proteccion alivio presion f a|alivio presion
76|ISA|109356|Reactor línea monofásico 500 kV-B|N-REACTO|SCAR500R21MC-REACT||NOR|38B60001|N4|280941|Conectar proteccion alivio de presion FB|2012-05-09|2012-05-09|2012-05-09||2012-05-10|INIC|MECE ORAS|2545|conectar proteccion alivio de presion fb|conectar proteccion alivio de presion fb
77|ISA|109357|Reactor línea monofásico 500 kV-C|N-REACTO|SCAR500R21MC-REACT||NOR|38B60001|N4|280942|Conectar protección alivio presión F C|2012-05-09|2012-05-09|2012-05-09||2012-05-10|INIC|MECE ORAS|SPRADA|conectar proteccion alivio presion f c|alivio presion
78|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|N-AUTOTR|TGJ_220TRA01||TGJ|38C10001|N4|280943|Cambiar Transformador de potencia|2012-05-10|2012-06-30|2012-07-03|3.0|2013-03-18|INIC|MECE ORAS|LRAMIREZ|cambiar transformador de potencia|cambiar transformador de potencia
79|ISA|109355|Reactor línea monofásico 500 kV-A|N-REACTO|SCAR500R21MC-REACT||NOR|38B60001|N4|280974|Cambiar microsuiche 63P RL SCAR-PORC III|2012-05-10|2012-11-04|2012-11-06|3.0|2012-11-08|INIC|MECE ORAS PÁG.|GECASTANO|cambiar microsuiche 63p rl scar-porc iii|cambiar microsuiche 63p rl scar-porc iii
80|ISA|109356|Reactor línea monofásico 500 kV-B|N-REACTO|SCAR500R21MC-REACT||NOR|38B60001|N4|280976|Cambiar microsuiche 63P RL SCAR-PORC III|2012-05-10|2012-11-04|2012-11-06|3.0|2012-11-08|INIC|MECE ORAS PÁG.|GECASTANO|cambiar microsuiche 63p rl scar-porc iii|cambiar microsuiche 63p rl scar-porc iii
81|ISA|109357|Reactor línea monofásico 500 kV-C|N-REACTO|SCAR500R21MC-REACT||NOR|38B60001|N4|280979|Cambiar microsuiche 63P RL SCAR-PORC III|2012-05-10|2012-11-04|2012-11-06|3.0|2012-11-08|INIC|MECE ORAS PÁG.|GECASTANO|cambiar microsuiche 63p rl scar-porc iii|cambiar microsuiche 63p rl scar-porc iii
82|ISA|117258|Reactor línea monofásico 500 kV-B|N-REACTO|CERR500R21MC-REACT||NOR|38B60001|N4|284853|Realizar prueba aislamiento sobrepresión|2012-07-05|2012-10-03|2012-10-03|3.0|2012-10-03|INIC COND|MECE ORAS|EAFERNANDEZ|realizar prueba aislamiento sobrepresion|realizar prueba aislamiento sobrepresion
